Internal ID	Q1: GOING OUT?	Q2: GENDER	Q3: AGE	Q4: COUNTRY	"Q5: STATE, PROVINCE, COUNTY, ETC"	Q6 | 100 Grand Bar	"Q6 | Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes)"	Q6 | Any full-sized candy bar	Q6 | Black Jacks	Q6 | Bonkers (the candy)	Q6 | Bonkers (the board game)	Q6 | Bottle Caps	Q6 | Box'o'Raisins	Q6 | Broken glow stick	Q6 | Butterfinger	Q6 | Cadbury Creme Eggs	Q6 | Candy Corn	Q6 | Candy that is clearly just the stuff given out for free at restaurants	Q6 | Caramellos	"Q6 | Cash, or other forms of legal tender"	Q6 | Chardonnay	Q6 | Chick-o-Sticks (we don t know what that is)	Q6 | Chiclets	Q6 | Coffee Crisp	Q6 | Creepy Religious comics/Chick Tracts	Q6 | Dental paraphenalia	Q6 | Dots	Q6 | Dove Bars	Q6 | Fuzzy Peaches	Q6 | Generic Brand Acetaminophen	Q6 | Glow sticks	Q6 | Goo Goo Clusters	Q6 | Good N' Plenty	Q6 | Gum from baseball cards	Q6 | Gummy Bears straight up	Q6 | Hard Candy	Q6 | Healthy Fruit	Q6 | Heath Bar	Q6 | Hershey's Dark Chocolate	Q6 | Hershey s Milk Chocolate	Q6 | Hershey's Kisses	Q6 | Hugs (actual physical hugs)	Q6 | Jolly Rancher (bad flavor)	Q6 | Jolly Ranchers (good flavor)	Q6 | JoyJoy (Mit Iodine!)	Q6 | Junior Mints	Q6 | Senior Mints	Q6 | Kale smoothie	Q6 | Kinder Happy Hippo	Q6 | Kit Kat	Q6 | LaffyTaffy	Q6 | LemonHeads	Q6 | Licorice (not black)	Q6 | Licorice (yes black)	Q6 | Lindt Truffle	Q6 | Lollipops	Q6 | Mars	Q6 | Maynards	Q6 | Mike and Ike	Q6 | Milk Duds	Q6 | Milky Way	Q6 | Regular M&Ms	Q6 | Peanut M&M s	Q6 | Blue M&M's	Q6 | Red M&M's	Q6 | Green Party M&M's	Q6 | Independent M&M's	Q6 | Abstained from M&M'ing.	Q6 | Minibags of chips	Q6 | Mint Kisses	Q6 | Mint Juleps	Q6 | Mr. Goodbar	Q6 | Necco Wafers	Q6 | Nerds	Q6 | Nestle Crunch	Q6 | Now'n'Laters	Q6 | Peeps	Q6 | Pencils	Q6 | Pixy Stix	Q6 | Real Housewives of Orange County Season 9 Blue-Ray	Q6 | Reese s Peanut Butter Cups	Q6 | Reese's Pieces	Q6 | Reggie Jackson Bar	Q6 | Rolos	Q6 | Sandwich-sized bags filled with BooBerry Crunch	Q6 | Skittles	Q6 | Smarties (American)	Q6 | Smarties (Commonwealth)	Q6 | Snickers	Q6 | Sourpatch Kids (i.e. abominations of nature)	Q6 | Spotted Dick	Q6 | Starburst	Q6 | Sweet Tarts	Q6 | Swedish Fish	Q6 | Sweetums (a friend to diabetes)	Q6 | Take 5	Q6 | Tic Tacs	Q6 | Those odd marshmallow circus peanut things	Q6 | Three Musketeers	Q6 | Tolberone something or other	Q6 | Trail Mix	Q6 | Twix	"Q6 | Vials of pure high fructose corn syrup, for main-lining into your vein"	Q6 | Vicodin	Q6 | Whatchamacallit Bars	Q6 | White Bread	Q6 | Whole Wheat anything	Q6 | York Peppermint Patties	Q7: JOY OTHER	Q8: DESPAIR OTHER	Q9: OTHER COMMENTS	Q10: DRESS		Q11: DAY	Q12: MEDIA [Daily Dish]	Q12: MEDIA [Science]	Q12: MEDIA [ESPN]	Q12: MEDIA [Yahoo]	"Click Coordinates (x, y)"
90273027	No	Male	37	UK																																																																																																																			
90273028	No	Male	44	United States	Ohio	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	JOY	MEH	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	JOY	JOY	JOY	JOY	JOY	DESPAIR	MEH	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	MEH	MEH	MEH	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	JOY	JOY	JOY	MEH	MEH	DESPAIR	MEH	MEH	JOY	DESPAIR	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	MEH	JOY	DESPAIR	JOY	JOY	DESPAIR	JOY	JOY	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	MEH	JOY	DESPAIR	JOY	JOY				White and gold		Sunday		1			"(74, 20)"
90273032	No	Male	31	United States	Ohio																																																																																																																		
90273037	No	Male	48	Canada	BC		DESPAIR	JOY			JOY		DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR		JOY			DESPAIR	JOY	DESPAIR	DESPAIR			JOY	DESPAIR	JOY			DESPAIR	JOY	DESPAIR	DESPAIR		DESPAIR	MEH	MEH	DESPAIR				MEH		DESPAIR		JOY			MEH	DESPAIR		DESPAIR	JOY	MEH			JOY	MEH	JOY	JOY					JOY						JOY			JOY			JOY			JOY		MEH	MEH	MEH	JOY		JOY	MEH	JOY	JOY				DESPAIR	JOY	MEH	DESPAIR	JOY	DESPAIR	MEH		MEH	DESPAIR	MEH				White and gold		Friday		1			"(70, 31)"
90273043	No	Male	37	United Kingdom		JOY	DESPAIR	JOY	JOY	MEH	MEH	MEH	MEH	DESPAIR	JOY	JOY	MEH	MEH	JOY	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	MEH	MEH	JOY	MEH	JOY	JOY	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	MEH	MEH	MEH	DESPAIR	JOY	JOY	MEH	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	MEH	JOY	JOY	JOY	JOY	MEH	MEH	DESPAIR	JOY	MEH	MEH	JOY	MEH	JOY	MEH	JOY	JOY	MEH	MEH	JOY	MEH	DESPAIR	MEH	JOY	MEH	DESPAIR	MEH	JOY	MEH	JOY	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	MEH	"Dime Bars, Reisens, kinder eggs, star bar, picnic and yorkies"	Boiled eggs		White and gold		Friday		1			"(80, 28)"
90273045	No	Male	28	United States	Maryland	JOY	MEH	JOY	MEH	MEH	JOY	MEH	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	MEH	JOY	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	MEH	MEH	MEH	JOY	JOY	JOY	MEH	DESPAIR	JOY	MEH	JOY	DESPAIR	DESPAIR	MEH	MEH	MEH	MEH	MEH	DESPAIR	JOY	MEH	MEH	DESPAIR	JOY	MEH	JOY	MEH	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	MEH	JOY	JOY	MEH	DESPAIR	JOY	MEH	JOY	JOY	DESPAIR	MEH	DESPAIR	JOY	MEH	DESPAIR	MEH	MEH	JOY	MEH	JOY	JOY	JOY	MEH	JOY	JOY	JOY	MEH	JOY	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	Gummi Anything	Sugarless candy		Blue and black		Friday			1		"(27, 69)"
90273046	No	Female	45	canada	ontario	JOY	DESPAIR	JOY	DESPAIR	MEH	MEH	JOY	DESPAIR	DESPAIR	JOY	JOY	JOY	MEH	JOY	JOY	JOY	MEH	JOY	JOY	DESPAIR	MEH	JOY	JOY	JOY	DESPAIR	MEH	JOY	JOY	MEH	JOY	JOY	DESPAIR	JOY	JOY	JOY	JOY	JOY	MEH	JOY	MEH	JOY	JOY	MEH	JOY	JOY	MEH	MEH	MEH	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	MEH	MEH	JOY	DESPAIR	JOY	JOY	JOY	JOY	MEH	JOY	JOY	JOY	JOY	MEH	MEH	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	JOY	JOY	JOY	JOY	MEH	DESPAIR	JOY	DESPAIR	MEH	JOY	Not appropriate to mention	Not acheiving climax :)	Please send me some chocolate? 	White and gold		Friday		1			"(62, 28)"
90273047	No	Male	42	USA	MI	MEH	MEH	JOY	MEH	MEH	MEH	MEH	MEH	DESPAIR	JOY	JOY	MEH	MEH	JOY	JOY	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	MEH	MEH	MEH	MEH	DESPAIR	MEH	MEH	MEH	JOY	JOY	JOY	MEH	MEH	DESPAIR	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	JOY	MEH	MEH	MEH	JOY	MEH	MEH	MEH	JOY	JOY	JOY	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	JOY	MEH	MEH	DESPAIR	MEH	MEH	MEH	JOY	MEH	MEH	MEH	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	MEH	JOY	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	MEH	MEH				Blue and black		Friday		1			"(72, 30)"
90273048	No	Male	69	USA	Wisconsin 	MEH	MEH	JOY	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	JOY	MEH	JOY	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	JOY	MEH	JOY	DESPAIR	DESPAIR	MEH	MEH	JOY	JOY	JOY	JOY	JOY	MEH	JOY	MEH	JOY	JOY	DESPAIR	DESPAIR	JOY	MEH	JOY	MEH	JOY	MEH	DESPAIR	JOY	MEH	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	MEH	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	DESPAIR	DESPAIR	MEH	MEH	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY				White and gold		Sunday		1			"(79, 26)"
90273049	No	Male	50	United States	Maryland	JOY	MEH	JOY	DESPAIR	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	JOY	MEH	JOY	MEH	MEH	MEH	DESPAIR	MEH	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	MEH	JOY	MEH	MEH	MEH	MEH	MEH	DESPAIR	JOY	JOY	JOY	MEH	JOY	JOY	JOY	JOY	DESPAIR	JOY	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	JOY	MEH	JOY	JOY	DESPAIR	JOY	JOY	JOY	JOY	MEH	MEH	MEH	MEH	JOY	DESPAIR	JOY	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY				White and gold		Sunday		1			"(82, 28)"
90273050	No	Male	64	usa	alaska																																																																																																																		
90273051	No	Male	42	Usa	Ny			JOY		MEH		JOY	DESPAIR	DESPAIR	JOY	MEH	JOY	JOY		DESPAIR			DESPAIR	JOY	JOY		MEH		JOY				JOY	DESPAIR	JOY	JOY		JOY	JOY	JOY	MEH		MEH	JOY		DESPAIR	DESPAIR	JOY		JOY	JOY	JOY	MEH	JOY					JOY	JOY	MEH	JOY	JOY	JOY	JOY	JOY	JOY	MEH	JOY					JOY		JOY				DESPAIR	JOY	DESPAIR				JOY	DESPAIR		JOY	JOY		JOY	JOY					JOY	DESPAIR			JOY						DESPAIR				White and gold		Sunday		1			"(76, 29)"
90273053	No	Female	35	USA	"Colorado, Jefferson county "	MEH	DESPAIR	JOY				DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY	MEH		DESPAIR	DESPAIR			DESPAIR	MEH	MEH		DESPAIR	MEH		MEH		MEH	MEH	DESPAIR	JOY	MEH	MEH	JOY	MEH	DESPAIR	DESPAIR		JOY		DESPAIR	JOY	JOY	DESPAIR	JOY	MEH	MEH	MEH	MEH	MEH		MEH	DESPAIR	MEH	JOY	JOY	JOY	JOY				JOY	JOY		JOY	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR		JOY	JOY		JOY		MEH	DESPAIR	MEH	JOY	JOY		JOY	DESPAIR	JOY		JOY	DESPAIR	DESPAIR	MEH	MEH	MEH	JOY			JOY			JOY				White and gold		Friday		1			"(75, 11)"
90273055	No	Female	44	US	California	JOY	DESPAIR	MEH	DESPAIR	MEH	JOY	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	MEH	MEH	JOY	JOY	JOY		DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	MEH	DESPAIR	JOY	DESPAIR	JOY	JOY	JOY	JOY	MEH	JOY	MEH	JOY	DESPAIR	JOY	JOY		JOY	DESPAIR	JOY	JOY		JOY	JOY	DESPAIR	JOY	JOY	JOY	MEH	MEH	JOY	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY				White and gold		Sunday		1			"(78, 26)"
90273056																																																																																																																							
90273057	Yes	Male	44	United States	Louisiana	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	JOY	JOY	MEH	JOY	MEH	DESPAIR	DESPAIR	MEH	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	JOY	MEH	JOY	MEH	MEH	MEH	MEH	MEH	MEH	JOY	MEH	JOY	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	MEH	MEH	MEH	JOY	JOY	DESPAIR	JOY	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	Bourbon			Blue and black		Friday			1		"(31, 76)"
90273058	No	Male	42	US	CO	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	JOY	JOY	MEH	DESPAIR	JOY	JOY	DESPAIR	MEH	MEH	MEH	DESPAIR	MEH	DESPAIR	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	MEH	MEH	JOY	JOY	JOY	JOY	MEH	DESPAIR	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	MEH	MEH	MEH	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	DESPAIR	JOY	JOY	JOY	DESPAIR	MEH	MEH	JOY	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	MEH	MEH	MEH	JOY	MEH	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	MEH											
90273059	No	Male	43	Canada	Ontario	MEH	DESPAIR	JOY	MEH	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	MEH	JOY	MEH	MEH	JOY	DESPAIR	DESPAIR	MEH	MEH	MEH	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	JOY	MEH	MEH	JOY	JOY	JOY	DESPAIR	MEH	JOY	MEH	JOY	JOY	DESPAIR	MEH	JOY	MEH	MEH	JOY	MEH		JOY	JOY	JOY	DESPAIR	MEH	MEH	JOY	MEH	MEH	MEH	MEH	MEH	MEH	JOY	JOY	MEH	MEH	MEH	JOY	JOY	MEH	MEH	DESPAIR	MEH	DESPAIR	JOY	JOY	MEH	JOY	MEH	JOY	JOY	JOY	JOY	MEH		JOY	JOY	DESPAIR	MEH	MEH	MEH	DESPAIR	MEH	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	Aero bars			Blue and black		Friday		1			"(72, 5)"
90273060	No	Female	37	USA	DC	MEH	MEH	JOY	MEH	MEH	MEH	MEH	DESPAIR	MEH	MEH	MEH	JOY	DESPAIR	JOY	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	DESPAIR	JOY	MEH	MEH	MEH	JOY	JOY	MEH	MEH	JOY	JOY	JOY	DESPAIR	MEH	JOY	MEH	JOY	MEH	DESPAIR	JOY	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	MEH	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	MEH	MEH	JOY	JOY	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	JOY				Blue and black		Friday		1			"(72, 4)"
90273061	No	Male	47	us	pa	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	MEH	JOY	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	MEH	MEH	JOY	DESPAIR	DESPAIR	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY	"Zagnut, Zero Bar"			Blue and black		Sunday		1			"(68, 31)"
90273062	Yes	Female	50	US	Texas	MEH	JOY	JOY	MEH	MEH	JOY	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	JOY	JOY	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	MEH	MEH	JOY	MEH	JOY	MEH	JOY	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	JOY	DESPAIR	DESPAIR	JOY	MEH	JOY	DESPAIR	MEH	JOY	JOY	MEH	JOY	MEH	MEH	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	MEH	DESPAIR	MEH	DESPAIR	MEH	JOY	MEH	MEH	MEH	DESPAIR	MEH	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	MEH	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	JOY	Sour gummy worms	Spam		Blue and black		Friday		1			"(76, 21)"
90273064	No	Male	67	USA	"CO, Larimer County"	MEH	DESPAIR	JOY	MEH	MEH	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	MEH	MEH	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	JOY	JOY	MEH	JOY	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	JOY	MEH	MEH	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	MEH	MEH	MEH	MEH	MEH	DESPAIR	JOY	JOY	MEH	MEH	MEH	JOY	MEH	MEH	MEH	JOY	"M&M dark chocolate peanuts, dark chocolate KitKat, dark chocolate anything actually"	"Fruit roll ups, fruit of any kind,"		White and gold		Friday		1			"(60, 5)"
90273069	No	Female	33	USA 	Nebraska 	JOY	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	MEH	JOY	DESPAIR	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	MEH	MEH	MEH	MEH	MEH	JOY	MEH	JOY	MEH	MEH	JOY	MEH	MEH	DESPAIR	JOY	MEH	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	Whiskey 	Milk		Blue and black		Sunday		1			"(71, 29)"
90273077	No	Female	39	United States	Oregon	JOY	DESPAIR	JOY	DESPAIR			MEH	DESPAIR	MEH	JOY	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	MEH		JOY	DESPAIR	MEH	JOY	DESPAIR	JOY	JOY	MEH	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	JOY	MEH	MEH	MEH	MEH	DESPAIR	MEH		JOY	JOY	DESPAIR	JOY	JOY	JOY	JOY	JOY	DESPAIR	JOY	JOY	MEH		DESPAIR	JOY	JOY	JOY	MEH	JOY	JOY	JOY	JOY		MEH		JOY	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	MEH	JOY	JOY	JOY	JOY		JOY	MEH	JOY	JOY		JOY	MEH	DESPAIR	JOY	MEH	MEH	JOY		MEH	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	Plastic spider rings! Fangs!	Stacks of pennies in plastic bags with decorative ribbons. WTF.	100 percent support your important work.	White and gold		Sunday	1				"(27, 24)"
90273079		Male	30	canada 	ontario	MEH	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	JOY	MEH	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	MEH	MEH	JOY	DESPAIR	MEH	MEH	MEH	JOY	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	MEH	MEH	MEH	JOY	JOY	MEH	DESPAIR	MEH	MEH	DESPAIR	JOY	MEH	DESPAIR	MEH	MEH	JOY	JOY	JOY	DESPAIR	JOY	MEH	JOY	JOY	JOY	MEH	MEH	MEH	JOY	JOY	JOY	JOY	JOY	MEH	JOY	JOY	JOY	MEH	MEH	JOY	JOY	MEH	MEH	MEH	JOY	DESPAIR	JOY	JOY	MEH	JOY	MEH	JOY	MEH	JOY	JOY	JOY	DESPAIR	JOY	JOY	JOY	MEH	MEH	MEH	MEH	JOY	MEH	MEH	MEH	MEH	DESPAIR	MEH	DESPAIR	MEH	JOY				Blue and black		Sunday		1			"(66, 8)"
90273081	Yes	Male	25	USA	UT	JOY	DESPAIR	JOY	MEH	MEH	MEH	JOY	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	JOY	JOY	MEH	JOY	JOY	DESPAIR	MEH	JOY	JOY	JOY	JOY	DESPAIR	JOY	MEH	MEH	MEH	JOY	JOY	JOY	JOY	MEH	JOY	JOY	JOY	DESPAIR	MEH	MEH	JOY	MEH	MEH	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	JOY	MEH	JOY	MEH	JOY	JOY	JOY	JOY	JOY	MEH	JOY	JOY	JOY	MEH	MEH	JOY	MEH	JOY	JOY	DESPAIR	JOY	JOY	JOY	MEH	DESPAIR	DESPAIR	JOY				White and gold		Friday		1			"(87, 36)"
90273082	No	Male	29	usa	ny	JOY	DESPAIR	JOY				DESPAIR	MEH	DESPAIR	JOY	MEH	MEH	DESPAIR	MEH	JOY	JOY		DESPAIR		DESPAIR	DESPAIR	DESPAIR	JOY			MEH					DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	MEH		DESPAIR	DESPAIR	DESPAIR		MEH	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	MEH		DESPAIR	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	JOY	MEH	DESPAIR	MEH	JOY	JOY	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	JOY	MEH		DESPAIR	JOY	JOY		DESPAIR	MEH	JOY	MEH		MEH	JOY		MEH	JOY	DESPAIR		JOY	MEH	DESPAIR	JOY	MEH	DESPAIR	JOY	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	JOY	Zagnut!			White and gold		Sunday		1			"(66, 44)"
